ResponseId,zip_code,state,att_travel_satisfaction,att_weather_concern,att_weather_influence,att_shop_instore,att_mixed_use_neighborhood,att_tech_ability,att_environment_friendly,att_transit_proximity,att_tech_learning_frustration,att_spacious_home,att_physical_activity,att_group_energy,att_social_drain,att_public_social,att_nearby_support,att_community_support,att_community_participation,att_communication_channels,att_safety_knowledge,att_adaptability,att_test,att_authority_confidence,att_guideline_compliance,att_personal_resilience,att_financial_resilience,avail_comm_resources,avail_alert_systems,avail_cooling_warming_centers,avail_informal_centers,avail_emergency_shelters,avail_emergency_medical,avail_transport_assist,avail_evac_assist,avail_food_water,avail_charging_stations,life_satisfaction_now_group,life_satisfaction_now,life_satisfaction_duringcovid,social_connect_strength,healthcare_quality,financial_secure,provide_care,exp_ext_heat,exp_ext_cold,exp_maj_flooding,exp_maj_earthquake,exp_hurr_tor,exp_wildfire,exp_power_outage,exp_pandemic,ext_heat_impact_wlb,ext_heat_cope,ext_heat_likely_repeat,ext_heat_affect,ext_heat_lkly_normal_business,ext_heat_lkly_stay_home,ext_heat_lkly_seek_shelter,ext_heat_lkly_social_connection,ext_heat_lkly_leave_town,ext_heat_lkly_supplies,ext_heat_lkly_follow_officials,ext_heat_lkly_comm_supports,ext_heat_cope_comments,ext_heat_indoor_restaurant,ext_heat_takeout_pickup,ext_heat_food_delivery,ext_heat_public_indoors,ext_heat_wfh,ext_heat_commute,ext_heat_car_travel,ext_heat_public_transit,ext_heat_stay_home,ext_heat_stay_family_friends,ext_heat_check_family_friends,ext_heat_volunteer_community,ext_heat_ac_equipped,ext_cold_impact_wlb,ext_cold_cope,ext_cold_likely_repeat,ext_cold_affect,ext_cold_lkly_normal_business,ext_cold_lkly_stay_home,ext_cold_lkly_seek_shelter,ext_cold_lkly_social_connection,ext_cold_lkly_leave_town,ext_cold_lkly_supplies,ext_cold_lkly_follow_officials,ext_cold_lkly_comm_supports,ext_cold_cope_comments,ext_cold_indoor_restaurant,ext_cold_takeout_pickup,ext_cold_food_delivery,ext_cold_public_indoors,ext_cold_wfh,ext_cold_commute,ext_cold_car_travel,ext_cold_transit_use,ext_cold_stay_home,ext_cold_stay_family_friends,ext_cold_check_family_friends,ext_cold_volunteer_community,ext_flooding_impact_wlb,ext_flooding_cope,ext_flooding_likely_repeat,ext_flooding_affect,ext_flooding_lkly_normal_business,ext_flooding_lkly_stay_home,ext_flooding_lkly_seek_shelter,ext_flooding_lkly_social_connection,ext_flooding_lkly_leave_town,ext_flooding_lkly_supplies,ext_flooding_lkly_follow_officials,ext_flooding_lkly_comm_supports,ext_flooding_cope_comments,ext_flooding_wfh,ext_flooding_car_travel,ext_flooding_walk_bike_mode,ext_flooding_transit_use,ext_flooding_stay_home,ext_flooding_stay_family_friends,ext_flooding_check_family_friends,ext_flooding_volunteer_community,ext_earthquake_impact_wlb,ext_earthquake_cope,ext_earthquake_likely_repeat,ext_earthquake_affect,ext_earthquake_lkly_normal_business,ext_earthquake_lkly_stay_home,ext_earthquake_lkly_seek_shelter,ext_earthquake_lkly_social_connection,ext_earthquake_lkly_leave_town,ext_earthquake_lkly_supplies,ext_earthquake_lkly_follow_officials,ext_earthquake_lkly_comm_supports,ext_earthquake_cope_comments,ext_earthquake_wfh,ext_earthquake_car_travel,ext_earthquake_walk_bike_mode,ext_earthquake_transit_use,ext_earthquake_stay_home,ext_earthquake_stay_family_friends,ext_earthquake_check_family_friends,ext_earthquake_volunteer_community,ext_powerout_impact_wlb,ext_powerout_cope,ext_powerout_likely_repeat,ext_powerout_affect,ext_powerout_lkly_normal_business,ext_powerout_lkly_stay_home,ext_powerout_lkly_seek_shelter,ext_powerout_lkly_social_connection,ext_powerout_lkly_leave_town,ext_powerout_lkly_supplies,ext_powerout_lkly_follow_officials,ext_powerout_lkly_comm_supports,ext_powerout_cope_comments,ext_powerout_eating_restaurant,ext_powerout_indoor_restaurant,ext_powerout_food_delivery,ext_powerout_takeout_pickup,ext_powerout_car_travel,ext_powerout_walk_bike_mode,ext_powerout_transit_use,ext_powerout_stay_home,ext_powerout_stay_family_friends,ext_powerout_check_family_friends,ext_powerout_volunteer_community,employment_status,freq_work,freq_school,freq_wfh,work_dist,school_dist,work_mode_choice,nonwork_mode_choice,school_mode_choice_student,nonwork_mode_choice_student,work_mode_choice_student_worker,school_mode_choice_student_worker,nonwork_mode_choice_student_worker,nonwork_mode_choice_nonemp,online_shopping_freq,meal_prep_freq,groc_deliver_freq,service_deliver_freq,eng_walking,eng_running,eng_biking,eng_public_parks,eng_visit_playground,eng_farmers_market,eng_outdoor_event,eng_civic_activity,eng_people_watching,imp_travel_dist,imp_location,imp_dist_from_community,imp_cost,imp_activity_type,imp_park_avail,imp_public_transit_access,imp_test,imp_location_safety,imp_family_friends_join,imp_weather,imp_disability_access,tm_out_of_house,tm_fresh_air,tm_socialize,tm_social_visibility,tm_sense_of_belonging,tm_meet_friends_family,tm_activities_enjoy,travel_motivation_other,conc_personal_safety,conc_traffic_safety,conc_public_space_maintenance,conc_disability_access,conc_suff_info,conc_overcrowding,conc_connectivity,conc_noise,conc_pollution,conc_weather_protection,conc_social_comfort,rank_indoor_dine,rank_outdoor_dine,rank_pickup_food,rank_food_delivery,covid_freq_indoor_dine,covid_freq_outdoor_dine,covid_freq_pickup,covid_freq_delivery,covid_freq_cook,covid_freq_take_food_out,covid_rest_buss_hours,covid_rest_buss_out,covid_rest_menu_reduc,covid_rest_deliver_offer,covid_rest_outdoor_offer,ta_bus,ta_light_rail,ta_intercity_rail,ta_ferry,ta_none,transit_avail_other,transit_freq,tmu_bus,tmu_light_rail,tmu_intercity_rail,tmu_ferry,transit_mode_use_other,pre_covid_transit_use,covid_transit_use,pctr_less_reliable,pctr_health_concerns,pctr_changed_job,pctr_wfh,pctr_moved,pctr_transit_cost,pctr_financial_change,pctr_acquire_vehicle,pctr_lifestyle_change,post_covid_transit_reduce_other,pcti_improve_reliabiity,pcti_decreased_healthy_concerns,pcti_new_job,pcti_change_work_location,pcti_return_office,pcti_moved,pcti_transit_less_cost,pcti_financial_changes,pcti_no_personal_vehicle,pcti_lifestyle_changes,post_covid_transit_increase_other,transit_trip_purpose,transit_trip_purpose_other,transit_alternative,transit_alternative_other,license,work_environment,hh_unit,hh_unit_other,hh_tenure,hh_tenure_other,hh_under_5,hh_5_11,hh_12_17,hh_18_34,hh_35_54,hh_55_64,hh_over_65,hh_license,hh_veh,year_born,gender,hispanic,race_indian_native,race_asian,race_black,race_native_pacific,race_white,race_prefer_not_to_answer,race_other,educ,travel_disability,hh_income,comments,County,Age_group,hh_size,region
1011,8344,31,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,1,3,3,3,2,2,2,2,2,2,1,1,4,4,2,5,1,5,1,1,1,1,1,5,4,5,5,4,5,3,3,3,3,3,3,3,3,if there was a close cooling station ,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,2,2,4,4,4,3,3,3,generator,1,1,1,1,1,1,1,1,1,1,1,4,,,,,,,,,,,,,5,1,1,2,1,4,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,,3,3,3,3,1,1,0,1,0,0,0,,3,3,3,3,3,3,3,3,3,3,3,4,,1,,1,3,3,3,3,2,3,3,3,3,3,1,0,0,0,0,,3,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,,3,,3,,2,,1,,2,,0,0,0,0,1,0,0,0,0,1980,2,2,0,0,1,0,0,0,,5,1,1,need closer public transportation or a safe way to get to the busstops also closer stores ,,35-54,1,2
1012,26301,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,2,2,2,2,2,1,2,1,3,2,1,4,3,3,0,3,1,2,1,1,1,1,1,1,1,1,5,6,0,3,3,3,3,3,3,3,3,Not sure ,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,11,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,4,2,1,4,,3,2,3,3,0,0,0,0,0,0,0,Not sure ,2,1,1,1,1,1,1,1,1,1,1,4,2,3,1,4,4,4,2,3,2,4,1,1,1,1,0,0,0,0,1,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,2,,3,,1,,0,0,0,0,0,1,0,1,0,1967,2,2,0,0,0,0,1,0,,1,1,1,Not sure ,,55+,1,5
1013,97214,38,3,3,4,4,5,4,4,5,2,1,4,3,5,4,2,4,3,4,3,4,,4,4,4,1,1,4,3,1,3,3,3,1,1,1,2,7,3,2,4,2,1,4,4,1,1,1,1,2,3,3,3,5,3,2,4,2,2,1,3,4,4,I would check on my neighbors to make sure they are alright. ,1,1,1,2,4,4,4,1,2,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,4,3,2,2,1,3,4,4,I always have a working flashlight and candles.,1,1,1,1,4,3,3,3,3,2,3,4,,,,,,,,,,,,,5,1,1,1,1,1,1,1,2,1,1,1,2,1,3,4,2,4,4,1,4,,4,3,3,4,1,1,0,0,0,0,1,,1,2,2,2,1,1,1,2,2,2,1,2,1,3,4,2,2,2,2,2,2,2,2,4,2,2,1,1,0,0,0,,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,,9,,1,,3,,1,,0,0,0,0,0,1,0,1,0,1963,2,2,0,0,0,0,1,0,,5,1,2,They need more cooling shelters.,,55+,1,9
1014,97470,38,3,3,4,5,3,4,4,1,3,2,4,1,4,3,4,3,1,3,3,3,,3,3,3,1,3,3,3,4,4,4,1,3,4,4,1,6,3,3,2,5,1,5,3,1,1,1,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,2,4,3,,4,4,4,4,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,3,3,3,2,3,4,3,,4,4,4,4,4,3,4,3,3,3,4,4,,,,,,,,,,,,,11,1,1,1,1,5,1,1,1,1,1,2,1,1,5,5,5,5,5,1,1,,5,3,4,2,0,1,0,0,0,0,1,,3,3,2,2,1,2,1,2,2,3,4,,,,,4,4,4,4,2,2,4,4,4,4,4,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,2,,5,Navigation Center,3,free,0,0,0,1,0,0,0,0,0,1996,2,2,0,0,1,0,1,0,,3,3,1,,,18-34,1,9
1015,53406,51,5,3,4,3,5,5,4,1,3,3,5,3,3,2,5,5,3,4,4,4,,4,5,3,3,3,4,1,1,1,1,3,1,3,3,2,8,3,1,4,3,1,1,3,1,1,4,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,3,3,5,2,2,3,5,5,3,,1,3,3,4,2,3,3,4,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,4,4,2,5,5,4,5,3,Try to help others that may be affected.,3,3,3,3,3,3,4,3,3,2,2,2,3,,6,5,,1,3,,,,,,,4,1,2,1,5,1,1,2,2,2,2,2,4,3,3,1,3,3,3,1,,5,4,4,1,1,1,0,0,0,0,1,,2,2,4,1,2,4,1,1,1,2,3,1,2,3,4,2,3,3,4,3,2,2,2,2,3,4,1,1,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,3,1,,2,,0,0,0,0,0,0,1,1,1,1955,2,2,0,0,0,0,1,0,,6,1,3,,,55+,1,3
1016,16510,39,5,1,3,1,3,5,5,5,1,3,5,3,3,3,5,5,3,5,5,5,,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,10,3,3,5,3,2,5,5,1,1,1,1,4,2,3,2,5,3,5,5,1,1,1,3,5,1,Air conditioning and fans,3,3,3,3,4,3,4,4,3,4,3,4,1,2,1,5,3,5,5,1,1,1,3,5,1,Heaters,3,4,3,4,4,3,4,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,0,5,,11,11,,,,,,,3,3,2,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,,5,5,5,5,1,1,1,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,2,1,4,2,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,2,1,4,,2,,0,0,0,0,2,1,0,0,0,1981,2,2,0,0,0,0,1,0,,2,1,3,No,,35-54,3,2
1017,36870,1,4,5,5,4,5,4,5,4,5,4,5,4,4,4,3,3,3,4,4,4,,5,4,4,4,3,3,4,4,3,3,4,4,4,4,3,10,2,2,5,2,1,4,4,3,3,4,4,4,4,3,2,3,5,3,4,4,5,1,4,4,3,No,3,3,3,3,3,2,2,2,3,2,2,1,1,2,2,3,5,5,4,4,4,4,4,3,4,No,3,3,3,2,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,8,5,,,,,1,1,1,,2,1,3,2,6,5,4,5,4,4,4,3,3,5,4,3,3,3,3,3,,3,3,3,3,0,0,1,0,0,0,0,,5,4,3,3,3,3,3,3,3,3,3,4,2,,3,4,3,3,3,3,3,4,3,3,3,3,0,0,1,0,0,,3,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,,4,,1,1,2,,2,,0,0,0,0,0,1,0,1,2,1968,2,2,0,0,1,0,0,0,,3,1,2,No,,55+,1,6
1018,95819,5,5,3,2,5,3,4,4,4,4,2,4,2,4,3,4,4,2,3,4,4,,4,3,4,2,3,3,3,3,3,3,1,1,3,1,2,8,2,3,5,3,1,1,1,2,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,4,1,1,1,3,3,3,No,4,3,4,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,4,1,3,3,4,4,3,Pray?,3,2,4,3,3,3,4,3,3,3,3,4,,,,,,,,,,,,,3,1,1,1,1,3,1,1,1,1,2,2,2,2,4,3,2,3,4,3,5,,4,4,4,4,1,0,1,0,0,0,1,,2,2,3,3,2,3,2,3,3,3,2,1,3,2,4,1,1,2,4,3,4,3,3,2,3,3,1,1,0,0,0,,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,1,,0,0,0,0,0,0,2,2,1,1936,2,2,0,0,0,0,1,0,,7,1,5,"It is older and separate houses, but the area does come together for decorating etc got zchristmas and zjuly 4 th.",,55+,2,9
1019,91344,5,5,1,1,3,4,2,4,1,4,3,5,3,1,3,4,4,3,3,4,4,,3,4,4,2,3,3,3,3,3,3,1,1,3,3,2,8,2,3,4,4,1,5,3,1,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,5,5,1,1,1,4,5,5,Layer up clothing and blankets to avoid running up heating bills,4,4,4,4,3,4,1,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,3,5,1,1,1,3,5,4,Use battery-operated lanterns for light if needed.   Store perishables in freezer to make them last longer.,4,4,4,4,1,2,1,2,1,2,2,4,,,,,,,,,,,,,1,3,1,1,1,3,1,1,1,1,1,1,1,1,5,4,3,5,4,4,1,,5,4,5,1,0,0,0,0,0,1,0,,2,4,4,1,3,4,2,4,5,5,5,,,,2,4,4,4,4,3,4,2,3,2,3,3,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,2,,0,0,0,0,0,0,1,1,1,1946,2,2,0,0,0,0,1,0,,6,1,2,nothing to add,,55+,1,9
1020,37321,44,3,3,4,4,3,3,3,2,4,3,3,3,4,2,4,3,2,2,3,2,,3,4,2,2,3,1,1,1,3,1,3,1,1,1,2,8,1,3,2,4,1,5,2,1,1,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,5,2,2,2,4,4,3,"Stay in and have extra heating in case power goes out. Close all blinds, shades and curtains.",1,1,3,4,4,4,4,4,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,2,4,4,3,Have flash lights or candles. Get some foods that don't need to be cooked or refrigerated.,3,3,3,3,4,4,4,3,4,3,4,4,,,,,,,,,,,,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,2,2,2,2,1,0,0,0,0,1,1,,2,2,2,2,2,2,2,2,2,2,2,,4,1,2,1,4,1,1,3,4,4,4,4,4,4,0,0,0,0,1,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,3,,1,,0,0,0,0,1,0,0,1,0,1971,2,2,0,0,0,0,1,0,,2,1,1,No,,35-54,1,6
1021,42071,18,5,3,2,5,3,4,2,2,2,1,1,2,3,3,5,5,2,4,3,3,,4,4,4,1,2,4,3,3,3,3,3,3,3,3,3,9,1,2,5,3,1,3,3,2,1,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,5,5,1,5,2,4,5,4,not that I can think of,3,3,3,4,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,3,3,4,1,5,2,4,4,4,Just checking on older people and pets.,4,3,3,3,3,4,4,3,3,3,3,4,,,,,,,,,,,,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,,5,5,5,5,1,0,1,0,0,0,1,,3,3,3,3,3,3,3,3,3,3,3,1,4,2,3,1,1,3,3,3,1,2,2,2,2,2,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,3,,1,,0,0,0,0,0,0,1,1,1,1956,2,2,0,0,0,0,1,0,,2,1,2,No I don't really know of any more.,,55+,1,6
1022,95404,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,,4,5,5,5,1,1,1,1,1,1,1,1,1,1,2,8,2,3,3,2,2,2,2,2,2,1,2,2,3,2,3,4,4,4,4,4,4,4,3,4,2,Stay cool,1,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3,4,4,3,5,4,5,4,5,Not really ,2,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,5,1,,9,10,,,,,,,3,3,3,1,4,1,4,4,4,3,2,2,5,4,4,4,4,3,3,4,,3,3,4,3,1,1,0,0,1,0,0,,2,3,4,3,3,3,3,4,2,2,4,,,2,3,1,2,3,2,1,2,2,3,3,3,3,1,0,0,0,0,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7,,9,,1,1,3,,1,,0,0,0,0,0,0,2,1,1,1987,1,2,0,0,0,0,1,0,,3,1,2,Not really ,,35-54,2,9
1023,90017,5,5,4,2,1,4,5,3,5,1,1,5,4,3,3,1,4,2,2,5,5,,2,3,5,1,3,3,3,3,3,3,3,3,3,3,2,8,4,3,5,5,1,4,1,1,2,1,1,2,2,1,2,5,3,5,3,1,1,1,1,1,1,"I've delt with extreme weather conditions all my life, not that concerned.",4,4,3,4,3,4,4,3,3,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,5,1,1,1,1,4,3,3,"I have been in three major earthquakes, including the Northridge quake--I'll do what I have always done, prepare beforehand and take it as it comes.",3,4,3,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,9,,5,5,,,,,,,5,1,4,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,1,5,,4,1,4,1,0,1,0,0,1,0,1,,3,1,5,2,1,3,3,3,1,1,3,2,3,4,1,1,1,1,2,2,4,1,3,1,1,1,1,1,0,0,0,,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,10,,1,4,3,,1,,0,0,0,0,0,0,1,1,0,1957,2,2,1,0,0,0,1,0,,3,1,4,no,,55+,1,9
1024,28540,34,3,3,4,4,4,3,3,4,3,4,3,1,1,2,2,2,2,3,2,2,,3,3,3,3,1,3,1,1,1,1,1,1,1,1,3,9,3,3,5,3,1,1,1,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,2,4,4,3,4,4,4,4,Have flashlight and candles plenty water and can goods to eat and snacks,1,1,3,3,1,1,4,2,1,1,1,4,,,,,,,,,,,,,8,1,2,2,1,2,1,1,1,1,1,2,1,1,3,3,3,3,3,4,3,,3,3,3,3,1,1,0,0,0,0,1,,3,3,3,3,3,3,3,3,3,3,3,,3,,4,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,I move from Brooklyn to NC,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,1,,0,0,0,0,0,1,0,1,0,1967,2,2,0,0,1,0,0,0,,1,4,1,It's quite all my neighbors are spreader out,,55+,1,5
1025,89701,29,5,3,4,3,5,4,3,1,3,3,5,1,2,4,3,3,2,4,4,5,,4,3,4,5,3,3,1,3,1,3,1,1,3,3,3,10,4,3,0,3,1,5,1,1,1,1,2,1,2,1,2,4,1,5,1,1,1,1,1,1,1,Just stay cool ,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,6,3,1,5,1,1,1,1,1,1,1,1,3,3,3,1,5,5,1,,5,3,3,2,0,1,0,0,0,1,1,,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,4,,2,,0,0,0,0,0,1,1,2,1,1961,2,2,0,0,0,0,1,0,,2,1,5,,,55+,2,8
1026,23464,48,4,2,5,5,5,2,4,1,5,5,5,5,2,5,1,5,1,2,4,4,,4,4,3,5,4,4,1,4,1,4,3,1,1,1,3,10,1,4,4,1,1,1,1,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,4,1,1,1,4,4,4,Use my generator,4,3,3,3,3,3,3,3,3,3,3,4,,,,,,,,,,,,,1,2,6,6,3,5,3,3,3,3,2,2,3,5,3,3,1,5,5,5,1,,3,1,3,1,0,1,0,0,0,0,1,,1,1,1,1,2,1,1,1,2,1,1,4,3,2,1,1,1,1,2,3,2,3,3,3,3,2,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,2,,0,0,0,0,0,2,0,2,2,1961,2,2,0,0,0,0,1,0,,7,1,5,No,,55+,2,5
1027,18302,39,4,5,4,2,4,2,3,2,4,5,3,4,2,4,5,4,3,4,4,4,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,10,2,1,5,2,1,1,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,4,5,1,4,1,3,4,2,Nothing ,3,3,4,3,3,4,4,3,3,3,4,4,,,,,,,,,,,,,1,3,6,5,1,1,1,1,2,2,2,2,1,1,2,3,3,4,4,4,1,,2,4,3,5,0,1,1,1,0,0,0,,2,1,3,5,2,1,1,1,2,2,2,,1,,,3,3,2,4,3,4,4,4,4,4,4,0,0,0,0,1,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,2,,0,0,0,0,1,0,2,3,1,1954,2,2,0,0,0,0,1,0,,2,1,5,,,55+,3,2
1028,15120,39,4,3,4,2,5,4,5,3,4,2,3,2,5,2,4,4,3,3,4,2,,4,5,4,1,3,4,3,3,3,4,4,3,3,1,1,4,4,3,5,5,1,3,3,1,1,2,1,1,2,1,3,5,3,4,5,5,5,5,4,5,5,No I can usually handle it well ,2,3,3,3,4,4,4,2,2,2,2,4,1,2,2,5,1,4,5,4,5,1,4,5,5,No,3,3,3,3,4,4,4,1,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,7,3,3,3,3,5,1,1,3,2,2,1,1,1,5,5,5,5,5,4,5,,5,5,5,5,0,0,0,0,0,1,1,,3,3,4,5,3,5,3,5,3,5,5,,3,1,4,2,3,3,3,3,4,3,3,3,3,2,1,0,0,0,0,Access transportation ,4,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,2,,3,,1,,0,0,0,0,1,0,0,0,0,1970,2,2,0,0,0,0,1,0,,2,3,1,I live in independent apartment building with older people and some with disabilities like me so I'm sure people would come together to help other people ,,55+,1,2
1029,84088,46,3,4,5,1,4,5,5,1,1,4,5,5,1,5,4,5,4,4,4,4,,5,4,5,3,4,4,3,3,3,3,3,3,3,1,2,8,1,2,5,4,2,5,3,2,3,2,1,2,2,5,4,5,5,1,5,3,4,1,5,5,4,"Close all my blinds and curtains, use fans and air conditioning, dress in cool clothing",1,1,2,1,4,4,1,4,2,3,2,2,1,3,3,5,5,2,5,1,1,1,5,5,4,Use space heaters and extra blankets and seal out drafts,1,1,2,1,4,4,2,4,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,3,1,4,1,5,1,4,3,2,2,2,3,4,4,4,3,4,3,3,1,,4,4,4,4,0,1,1,0,0,0,1,,4,4,1,4,2,3,2,3,4,4,4,2,1,4,3,2,2,3,3,3,2,2,2,2,3,2,1,1,1,0,0,,5,0,0,0,0,0,4,5,0,1,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,2,,0,0,0,0,1,0,1,2,2,1956,2,2,0,0,0,0,1,0,,3,1,4,No,,55+,2,8
